   2801 Huygens           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2807 Karl Marx         -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2809 Vernadskij        -          BFX    4   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2810 Lev Tolstoj       -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   2813 Zappala           -          -      -   -  -  -   -  -      -   -   -   T   s   -   -   -   -  -                     
   2815 Soma              -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   2816 Pien              -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2818 Juvenalis         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2820 Iisalmi           -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   2827 Vellamo           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2829 Bobhope           -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   2830 Greenwich         -          S      4   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2834 Christy Carol     -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2840 Kallavesi         -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   2841 Puijo             -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sk  -   -  -                     
   2850 Mozhaiskij        -          -      -   -  -  -   -  -      -   -   -   Ld  s   -   -   -   -  -                     
   2851 Harbin            -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   V   a  -                     
   2852 Declercq          -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2855 Bastian           -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   2857 NOT               -          -      -   -  -  -   -  -      -   -   -   T   s   -   -   -   -  -                     
   2861 Lambrecht         -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   2864 Soderblom         -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2872 Gentelec          -          -      -   -  -  -   -  -      -   -   -   D   s   -   -   -   -  -                     
   2873 Binzel            -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   Sq  a  -                     
   2874 Jim Young         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2875 Lagerkvist        -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   2879 Shimizu           -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   2881 Meiden            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2891 McGetchin         -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   2892 Filipenko         -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2893 Peiroos           -          D      4   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
   2902 Westerlund        -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   2905 Plaskett          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2906 Caltech           -          -      -   -  -  -   -  -      -   -   -   Xc  s   C   B   -   -  -                     
   2908 Shimoyama         -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   2911 Miahelena         -          -      -   -  -  -   -  -      -   -   -   S   s   S   S   Sw  a  -                     
   2912 Lapalma           -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   V   a  -                     
   2914 Glarnisch         -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   2917 Sawyer Hogg       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2920 Automedon         -          -      -   -  -  -   -  -      -   D   s   -   -   -   -   -   -  -                     
   2923 Schuyler          -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   2925 Beatty            -          -      -   -  -  -   -  -      -   -   -   Cgh s   -   -   -   -  -                     
   2927 Alamosa           -          -      -   -  -  -   -  -      -   -   -   -   -   S   K   -   -  -                     
   2929 Harris            -          -      -   -  -  -   -  -      -   -   -   T   s   -   -   -   -  -                     
   2930 Euripides         -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   2934 Aristophanes      -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   2938 Hopi              -          -      -   -  -  -   -  -      -   -   -   -   -   C   Cb  -   -  -                     
   2946 Muchachos         -          -      -   -  -  -   -  -      -   CX  s   -   -   -   -   -   -  -                     
   2949 Kaverznev         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2952 Lilliputia        -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   2953 Vysheslavia       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2955 Newburn           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   2956 Yeomans           -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   2957 Tatsuo            -          -      -   -  -  -   -  -      -   -   -   K   s   -   -   K   a  -                     
   2959 Scholl            -          -      -   -  -  -   -  -      -   -   -   -   -   D   Ld  -   -  -                     
   2961 Katsurahama       -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   2962 Otto              -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   2965 Surikov           -          -      -   -  -  -   -  -      -   S   s   -   -   S   S   Sv  b  -                     
   2966 Korsunia          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   2973 Paola             -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   2975 Spahr             -          -      -   -  -  -   -  -      -   -   -   -   -   A   A   -   -  -                     
   2977 Chivilikhin       -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   2988 Korhonen          -          -      -   -  -  -   -  -      -   -   -   S   s   S   Sl  -   -  -                     
   2991 Bilbo             -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
   2993 Wendy             -          -      -   -  -  -   -  -      -   -   -   -   -   S   K   -   -  -                     
   2996 Bowman            -          -      -   -  -  -   -  -      -   -   -   Xc  s   -   -   -   -  -                     
   3000 Leonardo          -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   3007 Reaves            -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
